app_name,publisher,platform,source_kind,source_url,niche,keyword,rank_position,category,rating,review_count,pricing_type,iap_present,subscription_present,core_features,retention_mechanics,personalization_tags,audience_tags,monetization_notes,collected_at,evidence_quality
"Rest: Fix Your Sleep For Good","Evolve Global, Inc.","ios","app_store_search","https://apps.apple.com/us/app/rest-fix-your-sleep-for-good/id1609977097?uo=4","mindfulness","sleep meditation","110","Health & Fitness","4.42501","2407","free","","","Sleeping well is really hard. Maybe it’s time to get help. Figuring out how to improve your sleep on your own can take months of frustrating trial and error, spending countless hours on Google trying to discern good advice from bad. Working with a sleep expert may get you results faster, but top experts can be expensive or have lengthy waiting lists, and you need results now. Ideally, you could take the expertise of a professional and apply it to your sleep tonight. While having 24/7 availability from them to support you when you need, as well as someone to keep you accountable and motivated. Introducing Rest, the world’s first AI sleep coach developed in partnership with sleep experts that walks you through a step by step process to improve your sleep and supports you along the way. With your Rest Premium Sleep Coach subscription, you get: - A direct path to better sleep habits We use AI to assess your sleep challenges and match you with the right habits you need to develop for better sleep. Then, we’ll help you make those changes. - Based on a scientifically proven approach Our sleep program is based on a clinically proven method and we use technology to personalize it to your life, giving you results fast. - Better sleep that sticks Stay accountable with reminders, check-ins, streaks and daily habit tracking until good sleep becomes second nature. - Expertise when you need it most Professional sleep expertise, powered by AI, is always on call to answer your questions and help you solve your challenges with sleep. How we’ll get you there: - Sleep Plan: A personalized sleep plan using scientifically proven sleep improvement techniques created by experts - Tasks: Within the plan, we’ll recommend actions you can take throughout the day and night to improve your sleep - Ask the Coach: Plus, we’ll explain why each task is important for your health and help you apply it to the context of your life - Habit forming Tools: We’ll keep you on track with notifications, reminders and energy check-ins to help you stay accountable Subscription pricing and terms: Rest offers an auto-renewing subscription at $79.99 per one year. These prices are for United States customers. Pricing in other countries may vary, and actual charges may be converted to your local currency depending on the country of residence. The subscription will automatically renew unless turned off in your iTunes Account Settings at least 24 hours before the current period ends. You can go to your iTunes Account settings to manage your subscription and turn off auto-renew. Your iTunes Account will be charged when the purchase is confirmed. If you subscribe before your free trial ends, the rest of your free trial period will be forfeited as soon as your purchase is confirmed. Privacy Policy & Terms of Use: https://getrest.app/privacypolicy","","","","","2026-05-31T01:48:44.024Z","high"
"Non ◦ Sound Meditation","Point in Passing","ios","app_store_search","https://apps.apple.com/us/app/non-sound-meditation/id1367738672?uo=4","mindfulness","sleep meditation","111","Health & Fitness","4.81518","303","free","","","An alternative to structured meditation platforms, Non uses sound to develop the practice of active listening and invite deepened states of consciousness. Non produces each sound note by note, making no two sessions ever alike. The soundscapes heard are not pre-recorded—they are uniquely yours in that moment. A lack of familiarity with each passing note means you may approach each session unclouded by expectation—using sound as your guide for self-exploration. ————— FEATURES ————— GENERATIVE SOUND MEDITATIONS Beneath Non’s surface is a nuanced algorithm that intelligently generates sounds based on your desired energy level, environment, time of day, and motion. Each session generates a unique audio composition based on these variables. Non’s generative algorithm is the key to the app’s diversity of sound. CALMING OR FOCUSING To begin each session, you select your desired energy level. Whether you seek calming tones to induce sleep, sonic stimulation to help focus at work, or an auditory vanishing point to guide an existing meditation practice or psychedelic journey, Non responds with a unique sound meditation tailored to your intent. A DIVERSITY OF SOUND Non offers a unique blend of organic and synthesized sounds—drawing from contemporary minimal music, traditional world instrumentation, ASMR, and electroacoustic production. This breadth of musical inspiration, combined with extensive sound research, affords a multi-layered yet cohesive experience. ADAPTIVE VISUALS Based on your current location and position relative to the sun, Non’s user interface adapts to reflect the tone of that particular time of day. This response to your surroundings inspires a direct connection to the ever-changing nature of your physical world. MINIMAL BY DESIGN Stripped of buttons and an overwhelming library of options, Non strives for simplicity and immediacy. An experience tonally suited for meditation, alleviating your paradox of choice. TACTILE AND CONNECTIVE With haptic feedback, each gesture fully integrates with your experience. Any movement of your device directly impacts the sound you hear. ———— Non ◦ Subscription Non comes with a one-month free trial. After this trial period ends, you will need to subscribe. You can subscribe to Non, choosing from the following plans: ◦ Monthly ◦ Yearly ◦ Lifetime The subscription automatically renews unless auto-renewal is turned off at least 24 hours before the end of the current period. Payment are charged to your iTunes account at confirmation of purchase. Your account will be charged for renewal within 24 hours of the end of the current period, and the cost of the renewal will be provided. The user may manage subscriptions. Auto-renewal may be turned off by going to the user’s Account Settings after purchase. No cancellation of the current subscription is allowed during an active subscription period. Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication. For more information: Privacy Policy - https://bit.ly/31vHAgJ Terms of Use - https://bit.ly/3cx5DSH *Please note for users of version 1.1.8300 and older. Due to a change in the physical hardware of the iPhone, we are no longer able to support capacitive, ""3D Touch"". We apologies for the inconvenience, please follow the current app tutorials in the latest version. Integrates with Apple Health App.","","","","","2026-05-31T01:48:44.024Z","high"
"Alarm Clock Sleep Sounds Plus","Ipnos Software Inc.","ios","app_store_search","https://apps.apple.com/us/app/alarm-clock-sleep-sounds-plus/id579625446?uo=4","mindfulness","sleep meditation","112","Health & Fitness","4.54294","6218","free","","","A life changing alarm clock! From Ipnos, the creators of Relax Melodies with over 45 million users. Your new sleep companion is here! Alarm Clock Sleep Sound is a progressive wake up and sleep-aid clock specially designed to give you a sweeter and better sleep experience. With the help of tuned programs enhanced by different stages of aural entrainment and custom melodies, you will get the help you need in order to sleep faster and wake up refreshed. But that’s not all! You can also use it while meditating, during your yoga class or even when you need a quick power nap! We have programs for all your needs. Sleep better, wake up refreshed and enjoy your day, every day! -- Great features --- * Guided meditations * Sleep programs: Get that sleep you deserve * Wake up programs: Get positive energy when you wake up * 3 different brainwave types to choose from: - Binaural beats - Isochronic tones - Monaural beats * Isochronic tones and Monaural beats can be used without headphones! * 44 high quality sounds to choose from to create your own personal ambience * 13 custom alarm sounds to wake up safe * Set multiple alarms and timers. As many as you need! * Screen brightness adjustable by the swipe of a finger. * Night theme with low brightness -- Sleep Programs -- Meditation, Direct Sleep, Calming Relaxation, Simple Relaxation, Quick Meditation, Deep Sleep, Dreamy Sleep, Delta Session, Deep Relaxation, Lucid Dreams -- Wake up program -- Quick Awakening, Confident Day, Energized mind, Calm, Morning Relaxation, Progressive Wake up, Smooth Awakening, Awareness, Concentration -- Change your life -- Get that sleep you deserve with just a few taps. Use the brainwave entrainment and choose whether to tell your brain to simply relax or that is time to sleep. Download it now and become one of the rested users of Alarm Clock Sleep Sounds! Simple, beautiful and works! Online - http://www.ipnos.com Facebook - https://www.facebook.com/ipnossoft Twitter - https://twitter.com/ipnossoft Read more about our terms and conditions here: Terms of service: http://www.ipnos.com/end-user-license-agreement/ Privacy policy: http://www.ipnos.com/privacy-policy/","","","","","2026-05-31T01:48:44.024Z","high"
"Meditation - Sleep sounds, Yoga & Baby Relaxation","Lam Vu","ios","app_store_search","https://apps.apple.com/us/app/meditation-sleep-sounds-yoga-baby-relaxation/id1145507696?uo=4","mindfulness","sleep meditation","113","Health & Fitness","4.30302","132","free","","","Introducing the most popular sleep aid app! Start sleeping now and enjoy full nights of sleep like you haven’t in a long time! •• With bank of 102 sounds •• *** High quality Meditation sounds *** Simple and beautiful design *** Beautiful background images *** Brainwave beats including Binaural & Isochronic frequencies. *** Individual volume adjustment for sounds and melodies. *** Thousands of ways to fall asleep by creating unique mixes.The possibilities are almost endless! Select sounds and melodies that you like and combine them to create a mix. Adjust the volume of each sound individually for better results. Lay back, listen, and enjoy falling asleep. Is that simple and it works. Try different and new mixes every time! Let say goodbye to insomnia, improve your health and feel better by getting back the sleep you deserve! Perfect during some of your favorites activities such as relaxing at the spa, exercising in your yoga or relaxation classes, massaging sessions, or even when taking a nap! For parents, the ideal to help your baby fall asleep! Relax Meditation is the app by excellence for the most personalized sleep experience that you can possibly have. Within a few taps, create the perfect mix with the right ambience for you. The ability to choose from white noises ambient sounds and binaural beats gives you total customization for an unique and personal experience. if you have any comment or suggestion please let us know so we can make this app better.","","","","","2026-05-31T01:48:44.024Z","high"
"Soultime Christian Meditation","Soultime Media Limited","ios","app_store_search","https://apps.apple.com/us/app/soultime-christian-meditation/id1369059690?uo=4","mindfulness","sleep meditation","114","Health & Fitness","4.72668","5349","free","","","** Archbishop Justin Welby ** ""Soultime is a beautiful, quiet and accessible way of drawing close to God in Jesus day by day. I warmly recommend it to you."" Soultime is designed to help every Christian with their emotional and spiritual growth. We offer more than 250 meditations for: * Anxiety * Sleep * Stress etc Imagine getting a call from a close friend when you’re having a bad day. Soultime is designed to help us support each other. Through ""Soultime with Friends"", invite up to 5 people, and we can detect when you could do with a call, through your mood checker. This feature is completely free. Soultime provides innovative tools to help you understand your moods and personality. We provide easy to read stats from mood checker results so that you can keep track of how you're doing over time. If you're looking for the right scripture, using AI, Soultime can provide empathetic Bible verses and guided meditations tailored to your mood. Christian meditation is an ancient biblical practice (Gen 24:63; Ps 19:14; Phil 4:8). Through its prayerful approach it helps people connect to God in a deeper, more intimate and vulnerable way. Deeply therapeutic yet gentle in its method it invites you to explore in a safe and secure place. Soultime is a fresh way to connect with God and understand more about yourself. Whether you have three minutes or hours, in our unique library of meditations, scripture, music and stories for sleep you'll find something just right for you. At the heart of the app we are all about connection, with yourself, others and with God. ***** ""If you're a Christian, no other meditation app comes close."" ***** ""The peace I've learned to achieve with this app is more than I can describe in words."" Meditations include: * An original meditation every day * Chasing away anxiety * Help for sleep * Stress * Hope in hard times * Hope in the storm * Being kind to yourself * Forgiving yourself * Your true identity * Managing stress in your families * Living your powerful life * Finding your why * Hope in disappointment * Valuing your imperfections * Understanding yourself * Managing anger * Hope in failure * And so much more... Also Featuring: * A tool to alert people you nominate who are closest to you on days when you could do with a call * A mood checker to track your daily moods * Empathetic recommendations based on your mood * Detailed personality test report unique to Soultime * 100+ music tracks for meditation and sleep * Beautiful stories for sleep * A journal to record your moods and thoughts * A complete Bible * Gentle scripture readings of favourite psalms and much more Soultime can save your meditation activity to your Apple Health app. Subscription pricing and terms: The Soultime free guided meditation app offers an auto-renewing annual subscription options. Payments will be charged to iTunes Account at confirmation of purchase. Recurring subscriptions will automatically renew unless canceled within 24-hours before the end of the current period. The account will be charged for renewal within 24-hours prior to the end of the current period for the original subscription price. You can cancel anytime with your iTunes account settings. Any unused portion of a free trial will be forfeited if you purchase a subscription. Find copies of our terms and conditions here: https://soultime.com/terms and privacy policy here: https://soultime.com/privacy","","","","","2026-05-31T01:48:44.024Z","high"
"iHome Zen Sleep Sounds","SDI Technologies","ios","app_store_search","https://apps.apple.com/us/app/ihome-zen-sleep-sounds/id557197914?uo=4","mindfulness","sleep meditation","115","Health & Fitness","4.57376","183","free","","","Sleep and meditation sounds from iHome, the experts in sleep audio. iHome Zen provides relaxing ambient sounds to help you fall asleep or simply unwind. Great for restless nights, meditation or just to help put the baby back to sleep. FEATURES • Premium Sounds. 100% original field recorded and generated sounds to bring you the highest quality experience. • Works with iHome Sleep. Installing iHome Zen unlocks Zen sounds to use as sleep-to and wake-to sounds in the award-winning iHome Sleep alarm app. • Sleep Timer. Set the sleep timer to stop Zen sounds after you fall asleep. • Background Audio. iHome Zen will continue to play sounds even if the app is backgrounded. • AirPlay Compatibility. iHome Zen lets you play your favorite sounds on all your AirPlay-enabled devices.","","","","","2026-05-31T01:48:44.024Z","high"
"SleepStream 2 Ultimate","Explosive Apps","ios","app_store_search","https://apps.apple.com/us/app/sleepstream-2-ultimate/id535583437?uo=4","mindfulness","sleep meditation","116","Health & Fitness","4.45213","188","paid","","","Whether you sleep to dream, rest to recharge, or simply nap just to get by, the hours you spend in bed are probably the most important hours of the day. Recognized as the premier sleep and relaxation aid, SleepStream 2 has been recommended by 148Apps, Dr. Oz, iPhonefreak, Health Magazine, TVN, The Daily App Show, Appolicious and thousands of satisfied customers. Think about the difficulties you’ve had trying to sleep. Maybe you were battling a wired mind, racing through a million different thoughts; or perhaps trying to drown out the sound of an unsettled baby, crying from a nearby airplane seat. In a life full of distractions like these, all you’d like is a window of peace and quiet – or at least a few hours of undisturbed rest and relaxation. Thankfully, SleepStream 2 not only assists in capturing a full night’s slumber, but it does so in a way that results in an absolute bodily recharge everytime you close your eyes. Main features: - 8 Hours of Quality Audio Each of SleepStream’s calming sounds or piece of music has been handpicked and carefully crafted to remove irritating frequencies and volume inconsistencies. - Guided Meditations & Music Sometimes you need just a little bit more to shake the stress of a long, hard day. So, SleepStream 2 now has the ability to mix background sounds with guided meditations and music. Including four guided meditations for sleep, relaxation, motivation and energy, and hours of calming, soul-soothing music. - Breathtaking Visualizations, Wallpapers & Moodlights, SleepStream 2 gives you a complete visual getaway, thanks to the scenic pictures and video loops that can be viewed while listening to the app’s audio programs. Visualizations now include a new moodlight feature, where randomly generated plasma images flow across the screen in a harmony of colors and textures. You’ll have no choice but to drift into a world of relaxation. - 140 Binaural & Isochronic Brainwave Programs – 15 Categories To stimulate the brain’s activity associated with relaxation, sleep and focused states of being, SleepStream 2 also offers 140 specially designed brainwave programs for a full and complete, integrated sound experience. SleepStream’s 15 brainwave categories include sleep, relaxation, energy, focus, meditation, hypnosis, learning, mood, motivation, creativity, lucid dreaming & more. - Unique Audio Engine & Sound Generators Sleepstream’s audio engine randomly combines hundreds of different sounds, giving you a new experience everytime the app is used. Mix background sounds, music, guided meditations and brainwave programs in any combination for maximum relaxation, night after night. - AirPlay Support Play SleepStream audio on AirPlay enabled speakers and receivers. - Best of All: All Present and Future Premium Downloads are Free! Our loyal Sleepstream users tell us that they don´t want to pay for downloads! We listened! Sleepstream 2 Ultimate buys you the latest version of SleepStream 2 for both iPhone and iPad, and all present and future premium downloads are free – a saving of $23 compared to obtaining the downloads through in-app purchases in the other SleepStream 2 versions. - Many Uses – Even When You’re Awake! Equipped with functional timer, SleepStream makes it easy to enjoy power naps. Just engage the timer and alarm, and SleepStream will gently wake you after your session has ended. But don’t stop there – the app is also perfect for relaxation, meditation, noise masking, yoga, and pure enjoyment. SleepStream 2 was developed in conjunction with recognized sleep and relaxation experts, certified hypnotherapists and trained audio professionals to ensure a soothing sleep experience that is difficult to attain through traditional means. Don’t let the stress of everyday life get the best of you, depriving you of your ability to focus, relax, and most importantly rest - get Sleepstream 2 Ultimate today and be refreshed and ready for tomorrow.","","","","","2026-05-31T01:48:44.024Z","high"
"Neend - Relax, Sleep, Meditate","Neend: Relax, Sleep, Meditate","ios","app_store_search","https://apps.apple.com/us/app/neend-relax-sleep-meditate/id6444904431?uo=4","mindfulness","sleep meditation","117","Health & Fitness","4.42856","28","free","","","Neend App - Meditation, Bedtime stories, Sleep Music, Sleep products Do you find it difficult to fall asleep or have a good quality sleep? The Neend App is your guide to getting a great sleep experience. You can learn to find an inner balance, practice mindfulness, relax and discover a happier you who is more well-rested and fulfilled. The Neend App is India’s only free sleep app in your regional language (Hindi, English, Marathi, Tamil, and Telugu) for bedtime stories, relaxing sleep music, and meditation. The Neend App is for anyone who has difficulty in falling asleep, wants good quality sleep, or just wants to feel calm and more relaxed. With all of our offerings approved by sleep experts, 90% of our users who use our app, fall asleep within 15 minutes of using the app. The offerings on the Neend App include yog-nidra inspired bedtime stories with ASMR, white noise, and relaxing music; guided sleep meditations to help you relax and find your inner balance, and calming sleep music to help you sleep better. Neend App is free to use and download. There are never any ads and everything on the app is free to use. Download the Neend App today and have a great sleep experience. NEEND FEATURES: BEDTIME STORIES - Hundreds of calming bedtime stories for grown-ups in your regional language - Inspired by yog-nidra with calming meditations - Beautifully narrated with calming music to help you relax - The app also has a sleep timer now. SLEEP MEDITATION - Meditation for every level of experience and lifestyle - Guided meditations to help you find your inner balance and peace - Learn meditation skills and learn to get better sleep - Breathing exercises to unwind before bed. SLEEP MUSIC - Dreamy soundscapes in High-definition quality - An ever-growing library with sounds of Nature, White Noise, and ASMR curated to help your mind relax - Soothing sleep sounds from nature to ease anxiety and stress - Tranquil music to soothe your mind and have a great sleep SHOP - Variety of all-natural sleep products like gummies and tea to help you sleep better - Range of other stress relief products like eye mask, stress relief balls, pillow sprays to calm you before sleep MOTIVATION - Inspiring positive messages to help you get a boost of positivity - Easy to share affirmations and quotes that help find balance and focus - Beautiful Good night messages to help you to go to bed with positive thoughts - Sleep Science section that has little knowledge bytes to help you understand sleep patterns What is Neend? While 1 in 3 people suffer from Insomnia globally, India is the 2nd most sleep-deprived country in the world. Adults on average spend 25% of their day-to-day life sleeping. We, at Neend, want to focus on this 25% of human life and make it better so that we can lead a more enriched and fulfilling life. With our current set of offerings (bedtime stories, sleep music, sleep meditation and all natural sleep aid products on shop), we are touching the lives of millions of people who have placed their faith in us. So, join us, download the app, and get started on the journey to better sleep with us. Thousands of people who were taking sleeping pills earlier are successfully able to sleep without pills now using Neend app in a couple of weeks itself. If you have any suggestions, ideas, or concerns please write us at care@neend.app","","","","","2026-05-31T01:48:44.024Z","high"
"Drimly: Meditation and Sleep","Eldrum Inc","ios","app_store_search","https://apps.apple.com/us/app/drimly-meditation-and-sleep/id1628310133?uo=4","mindfulness","sleep meditation","118","Health & Fitness","4.89473","38","free","","","Welcome to Drimly: Your Metaverse for Self-Discovery & Mental Growth Immerse yourself in Drimly, the ultimate sanctuary for the mind and soul. Experience transformative meditations, soothing sounds, and empowering practices in a serene space. Unlock your potential and embark on a journey to holistic wellness and self-discovery. Tailored Meditations Drimly boasts an extensive library of meditations crafted for every soul. From general well-being to specific goals, navigate through an ocean of possibilities: - Health: Tap into the healing energy. - Wealth: Attract abundance and prosperity. - Self-love: Cultivate kindness towards oneself. - Relationships & Love: Foster deeper connections. - Sleep: Discover the tranquility for restful sleep. - Sexuality: Embrace and celebrate your sensuality. Our meditations not only guide but educate through trance lectures, empowering you to take control of your destiny. Enchanting Sounds - Birdsong: Soak in the serenity of nature with birds chirping. - Magical Music: Allow the spellbinding tunes to calm your mind. - Fairy-tale Melodies: Relive the wonder of stories through music. Create your own ambient atmosphere for meditation, relaxation, or sleep. Let the sounds envelop you as you drift into peace. Engaging Practices - Podcasts: Tune into insightful discussions on various aspects of life. - Lectures: Delve into intensive learning experiences. - Training: Adopt new skills and practices to reshape your life. Topics encompass a wide array including 'Living Lightly', monetary wisdom, destiny rectification, and psychological analyses. Community & Support - Connect with like-minded individuals. - Share your journey and experiences. - Gain insights and encouragement from the community. Features & Highlights - Personalized meditation pathways. - A rich selection of soothing sounds. - Educational content including podcasts and lectures. - Community connections. - Customizable profiles and preferences. - Progress tracking and milestones. - Intuitive and beautiful interface. Embark on Your Journey of Self-Discovery Drimly is more than an app; it’s an awakening. Through bespoke meditations, enveloping sounds, and a treasure trove of knowledge, it lights the path to your true self. Whether a novice or seasoned traveler of the mind, Drimly offers a nurturing space to explore, learn, and evolve. In Drimly, every step is a revelation, every breath a deeper connection. Unlock your potential. Awaken your soul. Discover your metaverse. You can subscribe to Gold for $899 in the app Privacy policy: https://project4693118.tilda.ws/confg Offer Agreement: https://project4693118.tilda.ws/ofertag","","","","","2026-05-31T01:48:44.024Z","high"
"SleepSpace: Deep Sleep Tonight","Proactive Life Inc","ios","app_store_search","https://apps.apple.com/us/app/sleepspace-deep-sleep-tonight/id1193763939?uo=4","mindfulness","sleep meditation","119","Health & Fitness","4.22104","846","free","","","Sleep tracking tells you what happened. SleepSpace helps you change what happens tonight. Fall asleep with adaptive sound, support deeper sleep through the night, wake during a lighter sleep phase, and understand your recovery with personalized sleep insights. Designed by sleep scientist Dr. Dan Gartenberg, SleepSpace brings together your phone, wearables, and guided sleep programs into one complete sleep system. Built on peer-reviewed research and more than $4M in NIH-funded sleep science. Featured by TED, NPR, CNN, The NYTimes, TIME, Reuters, Human Upgrade, Ben Greenfield Life, Sleep Review, & more. FALL ASLEEP FASTER Wind down with relaxing sounds, guided breathing, meditations, and gentle biofeedback. SleepSpace helps your body transition into sleep with calming bedtime routines. SLEEP DEEPER Use adaptive sound masking and overnight sleep support to reduce disruptions and promote a more stable night. Track sleep stages, snoring, awakenings, recovery, and sleep quality with clear insights. Choose sounds for your goals, including meditations, white noise, nature sounds, dream support, and sound patterns designed to support deeper, more restorative sleep. WAKE UP REFRESHED Wake during a lighter sleep phase with a smart alarm designed to reduce morning brain fog. Use smart sound or Apple Watch vibration to wake gently without disturbing your partner. Start the day with a clearer view of your recovery, alertness, and next best steps. TRACK SLEEP YOUR WAY SleepSpace works with: • Your phone on the nightstand or mattress • Apple Watch sleep tracking informed by peer-reviewed research • Popular wearables such as Oura and WHOOP • SleepSpace Charger and connected sleep devices • A clinically inspired sleep diary based on the consensus sleep diary Your data is unified into one clear sleep, recovery, and alertness view. PERSONALIZED SLEEP PROGRAMS Build a nightly Sleep Journey with sounds, wake windows, and routines tailored to your goals. Follow structured sleep programs inspired by evidence-based behavioral sleep techniques, including cognitive behavioral therapy for insomnia. DAILY ALERTNESS AND GUIDANCE See how your sleep affects daytime energy, focus, and recovery. Get simple daily tasks to support better sleep habits over time. AI-POWERED SLEEP SUPPORT Dr. Snooze™ is your built-in AI sleep assistant, offering tips based on your sleep patterns. When you need extra support, you can also connect with a human coach. PRIVACY-FIRST DESIGN SleepSpace works offline and in airplane mode. Sound is analyzed as decibel levels and is not recorded unless you explicitly enable recording. Your sleep data stays private and secure. SleepSpace is built on HIPAA-compliant backend infrastructure with safeguards for health data, including encryption, access controls, audit logging, and secure data handling practices. IMPORTANT INFORMATION SleepSpace is designed for general wellness and sleep support. It is not intended to diagnose, treat, cure, or prevent any disease or medical condition. Consult a qualified healthcare professional for medical concerns. SleepSpace syncs with Apple Health to measure sleep and sleep-related health data. Support messages are voluntarily shared through Intercom. SUBSCRIPTION PRICING & TERMS SleepSpace includes a 7-day free trial. After the free trial, a subscription is required to continue using premium features. Payment will be charged to your Apple ID account at confirmation of purchase. Your subscription automatically renews unless canceled at least 24 hours before the end of the current period. Your account will be charged for renewal within 24 hours before the end of the current period. You can manage or cancel your subscription in your App Store account settings. Any unused portion of a free trial period, if offered, will be forfeited when you purchase a subscription, where applicable. Terms: https://sleepspace.com/sleepspace-terms-of-use/ Privacy: https://sleepspace.com/privacy-policies/","","","","","2026-05-31T01:48:44.024Z","high"
"Mantra Sleep:Guided Meditation","Suryakant Sharma","ios","app_store_search","https://apps.apple.com/us/app/mantra-sleep-guided-meditation/id6753308597?uo=4","mindfulness","sleep meditation","120","Health & Fitness","5","1","free","","","MEDITATION MADE SIMPLE • Smart timer with 7 durations (5-60 minutes) • Beautiful progress tracking with streaks • Sacred sounds: Om, singing bowls, nature • Guided sessions for beginners • Background meditation with chimes SACRED WISDOM DAILY • 18+ readings from the Bhagavad Gita • Upanishads and Yoga Sutras • Ramayana and Buddhist teachings • Available in English and Hindi • Daily wisdom notifications TRACK YOUR JOURNEY • Beautiful charts and progress visualization • Meditation streak tracking • Session history with notes • HealthKit integration (mindful minutes) • Export your data anytime 100% PRIVATE AND OFFLINE • No internet required • No tracking or ads • No account needed • All data stays on your device Perfect for beginners, experienced meditators, yoga practitioners, spiritual seekers, and anyone seeking inner peace. Why users love us: • “Finally, a meditation app that respects privacy!” • “The Gita quotes are perfectly timed for my day.” • “Love the Sanskrit sounds and beautiful design.” Start your spiritual journey today. Your path to inner peace awaits. Terms of Use (EULA): https://www.apple.com/legal/internet-services/itunes/dev/stdeula/","","","","","2026-05-31T01:48:44.024Z","high"
"io.moreless.tide","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=io.moreless.tide","mindfulness","sleep meditation","7","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"com.aurahealth","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=com.aurahealth","mindfulness","sleep meditation","9","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"com.imobilize.relaxsleepwell","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=com.imobilize.relaxsleepwell","mindfulness","sleep meditation","11","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"com.northcube.sleepcycle","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=com.northcube.sleepcycle","mindfulness","sleep meditation","12","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"ipnossoft.rma.free","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=ipnossoft.rma.free","mindfulness","sleep meditation","13","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"com.aumio.app","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=com.aumio.app","mindfulness","sleep meditation","15","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"relax.sleep.relaxation.sleepingsounds","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=relax.sleep.relaxation.sleepingsounds","mindfulness","sleep meditation","16","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"uk.co.newhorizonholisticcentre.app","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=uk.co.newhorizonholisticcentre.app","mindfulness","sleep meditation","17","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"in.publicam.thinkrightme","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=in.publicam.thinkrightme","mindfulness","sleep meditation","18","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"com.jetkite.serenemusic","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=com.jetkite.serenemusic","mindfulness","sleep meditation","19","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"app.momeditation","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=app.momeditation","mindfulness","sleep meditation","20","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"sleep.app.relax.calm","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=sleep.app.relax.calm","mindfulness","sleep meditation","21","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"com.meditation.sleep.relax.dialy.yoga","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=com.meditation.sleep.relax.dialy.yoga","mindfulness","sleep meditation","22","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"co.loona","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=co.loona","mindfulness","sleep meditation","24","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"fm.slumber.sleep.meditation.stories","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=fm.slumber.sleep.meditation.stories","mindfulness","sleep meditation","26","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"it.mm.android.ambience","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=it.mm.android.ambience","mindfulness","sleep meditation","27","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"app.puramente.app","","android","google_play_search_fallback","https://play.google.com/store/apps/details?id=app.puramente.app","mindfulness","sleep meditation","29","","","","","","","","","","","","2026-05-31T01:48:41.091Z","medium"
"Origament: A Paper Adventure","","pc","steam_search","https://store.steampowered.com/app/3448430/Origament_A_Paper_Adventure/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","2","","","","฿182.45","","","","","","","Steam listed price: ฿182.45","2026-05-31T01:48:41.145Z","medium"
"Éalú","","pc","steam_search","https://store.steampowered.com/app/3560370/al/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","3","","","","฿177.00","","","","","","","Steam listed price: ฿177.00","2026-05-31T01:48:41.145Z","medium"
"Bigfoot Life","","pc","steam_search","https://store.steampowered.com/app/3108130/Bigfoot_Life/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","4","","","","฿68.75","","","","","","","Steam listed price: ฿68.75","2026-05-31T01:48:41.145Z","medium"
"Magic Fluids","","pc","steam_search","https://store.steampowered.com/app/1365420/Magic_Fluids/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","5","","","","฿145.00","","","","","","","Steam listed price: ฿145.00","2026-05-31T01:48:41.145Z","medium"
"Titan Chaser","","pc","steam_search","https://store.steampowered.com/app/1290170/Titan_Chaser/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","6","","","","฿115.00","","","","","","","Steam listed price: ฿115.00","2026-05-31T01:48:41.145Z","medium"
