source_layer,market,app_name,monetization_signal,observed_price_signal,evidence_quality,source_url,interpretation
"app_store_iap","astrology_esoterics","Saint Clairs App","unclear_iap:5|subscription_like:1","19.99-83.99","medium_high","https://apps.apple.com/us/app/saint-clairs-app/id1599120652?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","avatar_identity","Habit Tracker","lifetime_like:2|unclear_iap:1|subscription_like:3","4.99-12.99","medium_high","https://apps.apple.com/us/app/habit-tracker/id1438388363?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","EVOLVE: Transform Your Life","subscription_like:9","9.99-99.99","medium_high","https://apps.apple.com/us/app/evolve-transform-your-life/id6754897547?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","Habit Tracker : Haby","subscription_like:8|lifetime_like:4","0.00-89.99","medium_high","https://apps.apple.com/us/app/habit-tracker-haby/id6739170801?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","coaching","Daily Habit List: Goal Tracker","subscription_like:8|trial_like:3|lifetime_like:1|unclear_iap:2","4.99-49.99","medium_high","https://apps.apple.com/us/app/daily-habit-list-goal-tracker/id1528204230?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","coaching","Habit Tracker - Statz","unclear_iap:2|lifetime_like:1","5.99-129.99","medium_high","https://apps.apple.com/us/app/habit-tracker-statz/id6742257400?uo=4","Observed IAP metadata supports paid behavior proxy, but product type may be consumable/unclassified."
"app_store_iap","astrology_esoterics","Pactly: Social Habit Tracker","subscription_like:2","1.99-29.99","medium_high","https://apps.apple.com/us/app/pactly-social-habit-tracker/id6756091774?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","Routine Planner: Habit Tracker","subscription_like:5","4.99-49.99","medium_high","https://apps.apple.com/us/app/routine-planner-habit-tracker/id1668280041?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","Myla : Manifest & Vision Board","subscription_like:10|lifetime_like:1","0.00-42.99","medium_high","https://apps.apple.com/us/app/myla-manifest-vision-board/id1638650650?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","Goddess・Women's Wellness Coach","subscription_like:8|unclear_iap:2","6.99-54.90","medium_high","https://apps.apple.com/us/app/goddess-womens-wellness-coach/id1527058035?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","avatar_identity","Mia Adora","unclear_iap:6|consumable_or_unlock:3|subscription_like:1","1.00-334.99","medium_high","https://apps.apple.com/us/app/mia-adora/id1663790612?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","Miracle Morning Routine","subscription_like:7|unclear_iap:1","12.99-99.99","medium_high","https://apps.apple.com/us/app/miracle-morning-routine/id1581511740?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","avatar_identity","Growth Spiral | Self evolution","unclear_iap:5|subscription_like:1|consumable_or_unlock:1","10.00-119.99","medium_high","https://apps.apple.com/us/app/growth-spiral-self-evolution/id6448480238?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","Flow Lab: Growth Mindset Coach","subscription_like:9","11.49-69.99","medium_high","https://apps.apple.com/us/app/flow-lab-growth-mindset-coach/id1443895231?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","avatar_identity","PALs by Tavus: AI Companions","unclear_iap:2|subscription_like:2","19.99-49.99","medium_high","https://apps.apple.com/us/app/pals-by-tavus-ai-companions/id6758316493?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","Intuitive Life Coaching Oracle","unclear_iap:3","9.99-9.99","medium_high","https://apps.apple.com/us/app/intuitive-life-coaching-oracle/id662136391?uo=4","Observed IAP metadata supports paid behavior proxy, but product type may be consumable/unclassified."
"app_store_iap","avatar_identity","HootieLife: AI Wellness Coach","subscription_like:4","12.99-119.99","medium_high","https://apps.apple.com/us/app/hootielife-ai-wellness-coach/id6744328233?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","avatar_identity","Zing AI: Home & Gym Workouts","subscription_like:5|unclear_iap:1","18.99-59.99","medium_high","https://apps.apple.com/us/app/zing-ai-home-gym-workouts/id1552207792?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","avatar_identity","ZOE Health: AI Meal Tracker","subscription_like:2","15.99-99.99","medium_high","https://apps.apple.com/us/app/zoe-health-ai-meal-tracker/id1471632228?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","Awaken: AI Coach & Inner Guide","unclear_iap:7|subscription_like:2","4.99-549.99","medium_high","https://apps.apple.com/us/app/awaken-ai-coach-inner-guide/id6751529164?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","Rosebud: AI Journal & Diary","unclear_iap:4","11.00-107.99","medium_high","https://apps.apple.com/us/app/rosebud-ai-journal-diary/id6451135127?uo=4","Observed IAP metadata supports paid behavior proxy, but product type may be consumable/unclassified."
"app_store_iap","avatar_identity","Motivate: Daily Motivation","subscription_like:4|lifetime_like:1","11.99-399.99","medium_high","https://apps.apple.com/us/app/motivate-daily-motivation/id1068278823?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","WinMode: Goal & Habit AI Coach","subscription_like:6","9.99-47.95","medium_high","https://apps.apple.com/us/app/winmode-goal-habit-ai-coach/id6749149092?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","avatar_identity","Eylo: AI Weight Loss Coach","unclear_iap:3|subscription_like:2","4.99-179.99","medium_high","https://apps.apple.com/us/app/eylo-ai-weight-loss-coach/id6740247674?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","Scroll Block: ScreenTime + VPN","subscription_like:5","9.99-99.99","medium_high","https://apps.apple.com/us/app/scroll-block-screentime-vpn/id6755958698?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","mindfulness","Inner Journey: Meditate App","subscription_like:3","4.99-29.99","medium_high","https://apps.apple.com/us/app/inner-journey-meditate-app/id1640697055?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","coaching","Ricky Kalmon","subscription_like:1|unclear_iap:1","7.99-69.99","medium_high","https://apps.apple.com/us/app/ricky-kalmon/id1511392642?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","Pocket Insight Psychic Reading","consumable_or_unlock:8|unclear_iap:1","0.99-99.99","medium_high","https://apps.apple.com/us/app/pocket-insight-psychic-reading/id1567904684?uo=4","Observed IAP metadata supports paid behavior proxy, but product type may be consumable/unclassified."
"app_store_iap","coaching","Gita Life Coach","subscription_like:2","4.99-29.99","medium_high","https://apps.apple.com/us/app/gita-life-coach/id6757371129?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","avatar_identity","Soulful Navigation","subscription_like:2|consumable_or_unlock:2","32.99-99.99","medium_high","https://apps.apple.com/us/app/soulful-navigation/id1641577381?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","astrology_esoterics","Sol - Inner Life & Wellbeing","subscription_like:3|lifetime_like:1","1.99-119.99","medium_high","https://apps.apple.com/us/app/sol-inner-life-wellbeing/id1474958416?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","avatar_identity","AI Friend & Companion: Allia","subscription_like:3","8.99-39.99","medium_high","https://apps.apple.com/us/app/ai-friend-companion-allia/id6747612883?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","avatar_identity","stoic. journal & mental health","subscription_like:5|unclear_iap:3","6.99-99.99","medium_high","https://apps.apple.com/us/app/stoic-journal-mental-health/id1312926037?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","avatar_identity","Spark AI: Chat with Characters","unclear_iap:12|subscription_like:4","9.99-79.99","medium_high","https://apps.apple.com/us/app/spark-ai-chat-with-characters/id6757587521?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","coaching","Day One: Daily Journal & Diary","unclear_iap:3|subscription_like:3","8.99-74.99","medium_high","https://apps.apple.com/us/app/day-one-daily-journal-diary/id1044867788?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","avatar_identity","MindFi: Mind Fitness for All","subscription_like:2|lifetime_like:1","5.99-174.99","medium_high","https://apps.apple.com/us/app/mindfi-mind-fitness-for-all/id1237105346?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","avatar_identity","OtterLife: AI Health Tracker","subscription_like:18|lifetime_like:6","15.99-74.99","medium_high","https://apps.apple.com/us/app/otterlife-ai-health-tracker/id6475028592?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"app_store_iap","mindfulness","Daily Yoga: Yoga for Fitness®","unclear_iap:3|subscription_like:7","9.99-69.99","medium_high","https://apps.apple.com/us/app/daily-yoga-yoga-for-fitness/id545849922?uo=4","Observed subscription-like IAP metadata supports paid behavior proxy."
"web_paywall_screenshot","avatar_identity","Character AI: Chat, Talk, Text","confirms_public_pricing_signal","$9.99|$94.99","medium_high","https://character.ai/subscribe","Public web screenshot/OCR provides visual monetization signal; human review still required."
"web_paywall_screenshot","mindfulness","Meditopia: Sleep & Meditation","confirms_public_pricing_signal","$3.50","medium_high","https://meditopia.com/en/plans","Public web screenshot/OCR provides visual monetization signal; human review still required."
"google_play_pricing","gaming","Fortnite","free_download|offers_iap","$0.99 - $89.99 per item","medium","https://play.google.com/store/apps/details?id=com.epicgames.fortnite&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","PUBG MOBILE","free_download|offers_iap|ad_supported","$0.29 - $199.99 per item","medium","https://play.google.com/store/apps/details?id=com.tencent.ig&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","NBA 2K Mobile Basketball Game","free_download|offers_iap|ad_supported","$0.49 - $199.99 per item","medium","https://play.google.com/store/apps/details?id=com.catdaddy.nba2km&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Lords Mobile: Kingdom Wars","free_download|offers_iap","$0.99 - $299.99 per item","medium","https://play.google.com/store/apps/details?id=com.igg.android.lordsmobile&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Among Us","free_download|offers_iap|ad_supported","$0.99 - $24.99 per item","medium","https://play.google.com/store/apps/details?id=com.innersloth.spacemafia&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Rainbow Six Mobile","free_download|offers_iap|ad_supported","$0.69 - $179.99 per item","medium","https://play.google.com/store/apps/details?id=com.ubisoft.rainbowsixmobile.r6.fps.pvp.shooter&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Madden NFL 26 Mobile Football","free_download|offers_iap|ad_supported","$0.29 - $99.99 per item","medium","https://play.google.com/store/apps/details?id=com.ea.gp.maddennfl21mobile&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Modern Combat 5: mobile FPS","free_download|offers_iap|ad_supported","$0.99 - $99.99 per item","medium","https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftM5HM&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Stumble Guys","free_download|offers_iap|ad_supported","$0.99 - $149.99 per item","medium","https://play.google.com/store/apps/details?id=com.kitkagames.fallbuddies&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Tacticool: PvP Action Shooter","free_download|offers_iap|ad_supported","$0.99 - $99.99 per item","medium","https://play.google.com/store/apps/details?id=com.panzerdog.tacticool&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Critical Strike CS: Online FPS","free_download|offers_iap|ad_supported","$0.49 - $209.99 per item","medium","https://play.google.com/store/apps/details?id=com.critical.strike2&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Tennis Clash: Multiplayer Game","free_download|offers_iap|ad_supported","$0.49 - $149.99 per item","medium","https://play.google.com/store/apps/details?id=com.tfgco.games.sports.free.tennis.clash&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Clash of Clans","free_download|offers_iap","$0.29 - $239.99 per item","medium","https://play.google.com/store/apps/details?id=com.supercell.clashofclans&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Jurassic World™: The Game","free_download|offers_iap|ad_supported","$0.99 - $499.99 per item","medium","https://play.google.com/store/apps/details?id=com.ludia.jurassicworld&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Brawl Stars","free_download|offers_iap","$0.29 - $239.99 per item","medium","https://play.google.com/store/apps/details?id=com.supercell.brawlstars&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Shadow Fight 4: Arena","free_download|offers_iap|ad_supported","$0.49 - $149.99 per item","medium","https://play.google.com/store/apps/details?id=com.nekki.shadowfightarena&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Mario Kart Tour","free_download|offers_iap","$1.99 - $69.99 per item","medium","https://play.google.com/store/apps/details?id=com.nintendo.zaka&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Subway Surfers","free_download|offers_iap|ad_supported","$0.99 - $99.99 per item","medium","https://play.google.com/store/apps/details?id=com.kiloo.subwaysurf&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Carrom Pool: Disc Game","free_download|offers_iap|ad_supported","$0.10 - $99.99 per item","medium","https://play.google.com/store/apps/details?id=com.miniclip.carrom&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Free Fire MAX","free_download|offers_iap","$0.09 - $144.99 per item","medium","https://play.google.com/store/apps/details?id=com.dts.freefiremax&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
"google_play_pricing","gaming","Pure Sniper: Gun Shooter Games","free_download|offers_iap|ad_supported","$0.99 - $99.99 per item","medium","https://play.google.com/store/apps/details?id=com.miniclip.realsniper&hl=en&gl=us","Google Play detail metadata confirms free-download plus IAP behavior."
